Group	Gene_name
group_1844	WDR20
group_1845	PREX1
group_1845	PREX2
group_1846	SUCO
group_1847	FIP1
group_1848	BZW2
group_1848	BZW1
group_1849	CNOT1
group_184	PLOD3
group_1850	TRAF7
group_1851	VPS39
group_1852	CELF4
group_1853	DDX18
group_1853	TGS1
group_1854	INT14
group_1856	DRC4
group_1857	NOL6
group_1858	RBBP6
group_1859	LGR4
group_1859	LGR5
group_1860	GNPTA
group_1861	EXC6B
group_1861	EXOC6
group_1862	WAPL
group_1863	CAPR1
group_1864	NUMB
group_1865	TTC17
group_1866	RED
group_1867	LRC4C
group_1867	LRRC4
group_1867	LRC4B
group_1868	VPS8
group_1869	MBTP1
group_186	S23IP
group_186	DDHD2
group_1870	RBGPR
group_1871	RN146
group_1872	TFDP1
group_1873	SFSWA
group_1874	SREK1
group_1875	OCRL
group_18762	RHG35
group_18764	IPKA
group_18765	F234B
group_18766	CATO
group_18769	EZH1
group_1876	ZSC26
group_18770	YMEL1
group_18770	NCKX3
group_18771	YMEL1
group_18771	NCKX3
group_18772	RAD21
group_18774	FTO
group_18775	LYAR
group_18778	SIDT1
group_18779	CHTOP
group_1877	LMBR1
group_18783	M3K12
group_18783	PCBP1
group_18785	DACT3
group_18786	RHG44
group_1878	RSBN1
group_18790	CYRIA
group_18791	REEP1
group_18794	S39A3
group_18797	RAB5B
group_1879	RNF38
group_187	EPN2
group_18800	RCN1
group_18801	RER1
group_18802	C560
group_18803	TMM25
group_18804	GNAZ
group_18805	DUSTY
group_18809	KNDC1
group_1880	ST38L
group_1880	STK38
group_18811	MPRIP
group_18812	LR14B
group_1881	M3K10
group_1881	M3K9
group_18822	SRCAP
group_18824	DPY30
group_18826	VEZF1
group_1882	HRH3
group_18835	PP1RB
group_18836	TB22B
group_18838	M4K2
group_1883	RPGP2
group_1883	RPGP1
group_18841	S18B1
group_18843	MARE1
group_18844	DP13B
group_1884	EPAS1
group_1884	HIF1A
group_18851	OCTC
group_18857	CO1A2
group_18857	CORA1
group_18858	VPP2
group_1885	VINC
group_18861	PLCB1
group_18864	S35B4
group_1886	KMT5B
group_18870	HRG1
group_18871	PLXB1
group_18873	HIG1A
group_18875	ZFR2
group_18877	HGNAT
group_1887	K154L
group_18881	SC24B
group_18883	PPR3F
group_18887	CBR4
group_18888	SDHF4
group_18889	AHI1
group_1888	TRIM9
group_18890	RENT2
group_18892	RS11
group_18895	DYHC1
group_18896	DNJB9
group_18898	PPT1
group_18899	RRP1
group_1889	LGAT1
group_188	PLCB1
group_188	PLCB4
group_18900	RIMS2
group_18901	ZN555
group_18901	ZN709
group_18904	PAPD1
group_18906	HCFC1
group_18909	ZNF22
group_1890	ARHGC
group_18910	PAQRA
group_18911	GNPAT
group_18912	TAFA2
group_18913	ANKMT
group_18914	ZHANG
group_1891	HEAT1
group_18929	GL8D2
group_1892	K0100
group_18930	GGA3
group_18931	TRA2A
group_18933	RFC5
group_18937	ARHG2
group_18938	SMG5
group_18939	MCMBP
group_1893	F126B
group_1893	HYCCI
group_18941	JTB
group_18942	NAGAB
group_18943	FADS3
group_18944	MDR1A
group_18944	MDR1B
group_18945	ABCG2
group_18946	HES5
group_18948	RAB5C
group_18949	HDAC9
group_1894	ICA1L
group_18951	PESC
group_18952	ANPRB
group_18954	NEMO
group_18958	LSM1
group_18959	SC6A7
group_1895	YLPM1
group_18961	ETS2
group_18963	KNDC1
group_18964	N42L2
group_18967	TXN4A
group_18968	P55G
group_18969	RLA1
group_1896	DIDO1
group_18971	KPCZ
group_18973	S1PR1
group_18975	HNRPF
group_18978	COX7B
group_18979	KCC2B
group_18979	KCC2G
group_1897	ICAM5
group_18981	HPBP1
group_18982	CHSTA
group_18983	KCNK2
group_18984	KCNK2
group_18985	PITM2
group_18988	RAB1B
group_18989	TOLIP
group_1898	NOC2L
group_18993	RGS20
group_18994	EH1L1
group_18996	VATG2
group_18997	ASTRA
group_18998	1433G
group_18999	CENPB
group_1899	TFG
group_189	UBP54
group_18	NCHL1
group_18	NFASC
group_18	L1CAM
group_18	NRCAM
group_19000	UBE2H
group_19003	F25A4
group_19006	SYN1
group_19007	KLHL8
group_19008	SELO
group_19009	T185A
group_19011	DEN6A
group_19012	PTMS
group_19014	SPAT7
group_1901	SESN3
group_1901	SESN1
group_1901	SESN2
group_19020	BAG4
group_19024	ENTP6
group_19025	UBP24
group_19027	HOIL1
group_19028	RCAF1
group_1902	RASA1
group_19031	RND2
group_19032	INT11
group_19035	DOCK3
group_1903	RNC
group_19040	SCN1A
group_19043	SNPC5
group_19045	PAPD5
group_19048	ATP9B
group_19049	S7A6O
group_1904	POGZ
group_19050	MORN2
group_19051	RPTOR
group_19052	RS21
group_19053	WDR43
group_19054	PI51A
group_1905	ZN106
group_19060	GRL1A
group_19062	ARP5L
group_19063	ZDHC9
group_19065	OCAD1
group_19066	AP1G1
group_19067	MTA1
group_19068	PSD3
group_1906	N42L2
group_19071	AP3D1
group_19074	RL19
group_19075	COF1
group_19076	ESTD
group_19076	SFGH
group_19079	UBE3B
group_1907	BUD31
group_19080	MIB1
group_19081	CCG3
group_19085	NADK
group_19088	JAM2
group_19089	ABLM2
group_1908	CERT
group_19090	CNBP
group_19091	BCR
group_19093	RHOU
group_19094	SAMD1
group_19095	RUSC1
group_19099	MDM2
group_1909	DDIT3
group_190	PLCG1
group_190	PLCG2
group_19102	KIF1A
group_19103	HMGN2
group_19105	ATPK
group_19108	SMN
group_19109	RL37P
group_19109	RL37A
group_19111	MY18A
group_19113	ZC3HE
group_19114	ZN326
group_19118	RL28
group_1911	CA2D3
group_19120	GNS
group_19122	VAMP7
group_19126	CAN10
group_19128	SMI19
group_19129	ODR4
group_1912	S1PBP
group_19130	SMAP2
group_19131	DCNL1
group_19132	ANK3
group_19134	HRH3
group_19137	T184B
group_19138	IOD2
group_19139	TSC1
group_1913	SYF1
group_19140	COQ6
group_19141	FRS2
group_19142	PATL1
group_19143	UBR2
group_19144	GLT14
group_19145	GAR1
group_19147	SH2D5
group_19148	PYGM
group_19149	ARF2
group_1914	TPC1
group_19150	BCL7A
group_19152	MTURN
group_19154	RXRA
group_19156	SCOC
group_1915	TRAD1
group_19161	VKORL
group_19162	CREG1
group_19163	NEDD4
group_19167	FXR2
group_19168	PPIA
group_19168	CYPH
group_1916	MLIP
group_19170	LUC7L
group_19173	RL21
group_19175	ARNT2
group_19178	SSRG
group_1917	WDR19
group_19180	FKB1A
group_19184	KCC2G
group_19187	RIT1
group_19188	LRC73
group_1918	NACAD
group_19192	TGS1
group_19195	FGF1
group_19197	ENOX1
group_19198	SPIR1
group_19199	SPIR1
group_191	VIR
group_19200	SPTB1
group_19201	FBX41
group_19205	IF4E2
group_19208	RBP56
group_19210	LFG2
group_19211	FXYD7
group_19212	2A5D
group_19214	TIF1A
group_19219	GAG
group_1921	NCOR1
group_19220	MICU2
group_19222	BAZ1B
group_19226	COQ9
group_19227	IFI27
group_1922	COP1
group_19230	ARP21
group_19232	IFM10
group_19233	EI2BG
group_19234	CNIH2
group_19235	ZDHC3
group_19236	DHCR7
group_19237	R3HD2
group_19238	RS20
group_1923	AT2C1
group_19240	CUL4B
group_19246	SCFD2
group_19248	NPHP1
group_19249	NACAD
group_1924	IFT20
group_19255	ERO1A
group_19257	CTHR1
group_19258	SRBS1
group_1925	HEXB
group_1925	HEXA
group_1926	CP070
group_1927	MATN2
group_1928	HACE1
group_1929	TF2H1
group_192	EF1D
group_1930	TFR1
group_1932	NEK1
group_1933	DYR1A
group_1933	DYR1B
group_193	MYH10
group_193	MYH14
group_193	MYH9
group_197	OCRL
group_197	I5P2
group_198	UBP20
group_198	UBP33
group_199	S12A6
group_199	S12A5
group_19	SEM6B
group_19	SEM6D
group_1	PLXA2
group_1	PLXB2
group_1	PLXB1
group_1	PLXA3
group_1	PLXB3
group_1	PLXA4
group_200	LMO7
group_2017	WDR47
group_2018	SAFB1
group_2018	SAFB2
group_2019	CMC1
group_201	ZSWM8
group_2020	OSBL2
group_2020	OSBL1
group_2021	ARMX1
group_2021	PHAR1
group_2022	ATX2L
group_2023	SPOP
group_2024	FACR1
group_2024	FACR2
group_2025	DNMT1
group_2026	TM214
group_2027	MARH7
group_2028	ANFY1
group_2029	FLRT3
group_2029	FLRT2
group_202	DGKB
group_202	DGKG
group_202	DGKA
group_2030	OSBL8
group_2030	OSBL5
group_2031	KKCC2
group_2031	KKCC1
group_2032	RBM12
group_2033	Z280D
group_2033	Z280C
group_2034	SPS2L
group_2035	YTDC2
group_2036	A16L1
group_2037	TGRM1
group_2038	PRC2B
group_2040	PXK
group_2041	MARF1
group_2042	KIT
group_2042	CSF1R
group_2043	IPO9
group_2044	NASP
group_2045	ZNHI1
group_2046	RMD5A
group_2046	RMD5B
group_2047	RPC5
group_2048	DDX23
group_2049	SIK3
group_204	UBP15
group_204	UBP4
group_204	UBP11
group_2050	GLCM
group_2051	TCPR2
group_2052	TAF6
group_2053	IMA1
group_2053	IMA4
group_2053	IMA3
group_2054	ZMY11
group_2055	KLHL5
group_2056	SAC2
group_2057	BMAL1
group_2058	MAS
group_2059	NBR1
group_205	SRCAP
group_2060	DCTN1
group_2061	DDHD1
group_2062	NETO1
group_2063	SMAG2
group_2063	SMAG1
group_2064	CLIP4
group_2065	DYM
group_2066	ITIH3
group_2067	GCP3
group_2068	NXF1
group_2069	THUM3
group_206	RTKN
group_2070	MTCH1
group_2071	VP37B
group_2072	TTC14
group_2073	TROP
group_2074	STAM2
group_2074	STAM1
group_2075	DPP2
group_2076	2ABA
group_2076	2ABD
group_2076	2ABG
group_2076	2ABB
group_2077	SC6A9
group_2077	SC6A7
group_2078	DDX52
group_2079	RHG39
group_207	ASTRB
group_207	ASTRA
group_2080	IL1AP
group_2081	TRIPC
group_2083	DDX17
group_2083	DDX5
group_2084	SL9A6
group_2084	SL9A9
group_2084	SL9A7
group_2085	RBBP5
group_2086	SPAS2
group_2087	DC1L1
group_2087	DC1L2
group_2088	AGFG1
group_2089	RHG20
group_208	OSBL6
group_208	OSBL7
group_208	OSBL3
group_2090	GGYF2
group_2091	ODFP2
group_2092	KPCB
group_2093	FBXL5
group_2094	C1TC
group_2095	PYGB
group_2096	S7A6O
group_2097	VPS54
group_2098	TRM6
group_2099	SAE2
group_20	KIF1B
group_20	KIF1A
group_20	KI13B
group_20	KI13A
group_20	KIF1C
group_2100	CSN2
group_2101	GBRG2
group_2101	GBRG1
group_2103	ZMYM1
group_2104	SMRCD
group_2105	XRN2
group_2106	KLH29
group_2107	HARS1
group_2107	SYH
group_2107	SYHM
group_2108	ADCK1
group_2109	IF2G
group_2109	IF2H
group_210	IQGA2
group_210	IQGA1
group_2110	GTF2I
group_2111	WDR33
group_2112	ZXDB
group_2112	ZXDC
group_2113	CLCN6
group_2114	AAKG2
group_2115	ACVR1
group_2116	TAD2A
group_2117	EFTU
group_2118	F171B
group_2119	B4GN4
group_211	ACD11
group_212	NCOR1
group_213	HIRP3
group_214	UBR2
group_214	UBR1
group_215	NBEA
group_215	LRBA
group_216	WDR54
group_217	UNC5A
group_217	UNC5D
group_217	UNC5C
group_218	CSCL2
group_218	CSC1
group_2194	RHG35
group_2194	RHG05
group_2195	ACK1
group_2197	MERL
group_2198	VPS11
group_2199	DAB1
group_219	ITAV
group_219	ITA5
group_219	PKHM3
group_219	ITA8
group_21	KDM3B
group_21	JHD2C
group_21	KDM3A
group_2200	ZEB2
group_2200	ZEB1
group_2201	RT31
group_2202	PTN11
group_2202	PTN6
group_2203	CUL1
group_2204	SPT6H
group_2205	CIPC
group_2206	MTMRC
group_2207	CCPG1
group_2208	FCL
group_2209	RNBP6
group_2209	IPO5
group_2210	EI2BE
group_2211	FA50A
group_2212	STT3A
group_2212	STT3B
group_2213	PHLP1
group_2213	PHLP2
group_2214	JIP2
group_2215	VPS53
group_2216	TM9S4
group_2216	TM9S2
group_2217	AVR2A
group_2218	UBN1
group_2219	KIBRA
group_2219	WWC2
group_2220	RT05
group_2221	FRMD5
group_2222	SIN1
group_2223	R12BA
group_2223	R12BB
group_2224	GELS
group_2225	OTUD4
group_2226	RISC
group_2227	NFX1
group_2228	INF2
group_2229	WDFY3
group_222	CAPS1
group_222	CAPS2
group_2230	CYLD
group_2231	AAPK1
group_2231	AAPK2
group_2232	PP2AB
group_2232	PP2AA
group_2233	UGPA
group_2234	PPIL2
group_2235	NPAS4
group_2236	SHLB1
group_2237	THOP1
group_2237	NEUL
group_2238	UAP1
group_2238	UAP1L
group_2239	SLTM
group_223	ARP8
group_2240	TBCD7
group_2241	SGPL1
group_2242	OTUD5
group_2243	LRP12
group_2243	LRP3
group_2245	TPC10
group_2246	RHBT2
group_2247	GPT
group_2248	TSYL2
group_2249	BD1L1
group_224	ACACA
group_224	ACAC
group_224	ACACB
group_2250	WDR11
group_2251	CPEB1
group_2252	AT2A2
group_2253	CAND1
group_2254	ILK
group_2255	KC1D
group_2255	KC1E
group_2256	TCPZ
group_2257	MFSD6
group_2258	CMTR1
group_2259	DCLK2
group_225	FXR1
group_225	FMR1
group_225	FXR2
group_2260	EI2BD
group_2261	KTNA1
group_2261	KATL1
group_2262	HOT
group_2263	PIGQ
group_2264	PARP2
group_2265	CO1A2
group_2265	CO5A2
group_2266	LUC7L
group_2267	EED
group_2268	CHSS3
group_2268	CHSS1
group_2269	KNDC1
group_226	TNR6C
group_226	TNR6A
group_2270	PDIA6
group_2271	DDX46
group_2272	CI114
group_2273	DCLK1
group_2273	DCX
group_2274	FBX8
group_2275	APLP1
group_2277	RHOA
group_2277	RHOC
group_2278	ACOX1
group_2279	NU133
group_227	AGO1
group_227	AGO3
group_227	AGO2
group_2280	TADBP
group_2281	CC148
group_2283	SRPK2
group_2284	GARL3
group_2285	LMBD1
group_2286	T22D1
group_2287	MLIP
group_2288	LUZP1
group_2289	IPO13
group_228	TAOK2
group_228	TAOK3
group_228	TAOK1
group_2290	PHF10
group_2291	RPGR
group_2292	SSDH
group_2292	DAVD
group_2293	MOR2A
group_2294	SMC6
group_2295	NAPEP
group_2296	RENT1
group_2297	GSK3B
group_2297	GSK3A
group_2298	IBTK
group_2299	TF3B
group_229	BRE1A
group_229	BRE1B
group_2300	NELL2
group_2300	NELL1
group_2301	LHX2
group_2302	SDA1
group_2303	F10A1
group_2304	NBAS
group_2306	SORT
group_2307	ERI3
group_2309	CSTF3
group_230	SMRC2
group_230	SMRC1
group_231	CACB4
group_231	CACB1
group_231	CACB3
group_231	CACB2
group_232	ANS1B
group_233	RGPA1
group_233	RGPA2
group_234	ANO3
group_234	ANO2
group_234	ANO6
group_237	PIAS1
group_237	PIAS2
group_237	PIAS3
group_238	ARHG2
group_238	AKP13
group_2398	ELK1
group_2399	NCOA5
group_239	DSCAM
group_239	DSCL1
group_2400	SPS2
group_2400	SPS1
group_2401	LRRF2
group_2402	KCNH1
group_2403	SCAPE
group_2404	ERP44
group_2405	NAA25
group_2406	SYCC
group_2407	HNRPM
group_2409	LONF2
group_2409	LONF3
group_240	PDE4B
group_240	PDE4D
group_240	PDE4A
group_2410	CD47
group_2411	AREL1
group_2412	CDK13
group_2413	PP4R4
group_2414	TPP2
group_2415	ATG13
group_2416	CDK19
group_2416	CDK8
group_2417	DUSTY
group_2419	MMAD
group_241	RPB1
group_241	RPC1
group_2420	NCAM2
group_2420	NCAM1
group_2421	GTR1
group_2421	GTR3
group_2422	WSCD1
group_2422	WSCD2
group_2423	PGFRA
group_2424	PELP1
group_2425	UB2Q1
group_2425	UB2Q2
group_2426	DLGP4
group_2428	UBP22
group_2428	UBP51
group_2429	MGT5B
group_2429	MGT5A
group_242	SYRM
group_2430	PGH1
group_2430	PGH2
group_2431	FBXW7
group_2432	RETR3
group_2433	SHAN2
group_2433	SHAN3
group_2434	B4GN1
group_2436	MTO1
group_2437	HEAT3
group_2438	ACSL4
group_2438	ACSL3
group_2439	ECHA
group_243	DHX30
group_2440	ADCY9
group_2441	UBE2O
group_2442	UBP47
group_2443	LTV1
group_2444	RPRD2
group_2445	SNF5
group_2446	TBC19
group_2447	MTUS2
group_2448	SUZ12
group_2449	M3K7
group_244	ZN317
group_2450	TPA
group_2451	MEF2D
group_2452	MAP9
group_2453	ADIP
group_2454	AGRG1
group_2455	SPART
group_2456	APC7
group_24579	RTF1
group_2457	RBM25
group_24581	ROCK2
group_24582	IGIP
group_24584	NEB2
group_24589	VPP1
group_2458	AIP
group_24591	TSN5
group_24594	RAB7A
group_24601	BSN
group_24602	REPI1
group_24607	SYCC
group_24608	TAF9B
group_2460	ARFP2
group_24613	ORC5
group_24615	LIAS
group_24617	PEA15
group_24618	C42S2
group_2461	ACV1B
group_2461	TGFR1
group_2461	ACV1C
group_24620	SERF2
group_24620	SERC4
group_24621	F25A4
group_24622	GOLI
group_24624	ILDR2
group_24626	RC3H2
group_24627	WIPF3
group_24628	WIPF3
group_2462	KS6C1
group_24630	SCAFB
group_24631	STX1A
group_24632	PCDAD
group_24632	PCDA9
group_24638	BRD8
group_2463	VWA8
group_24642	T151A
group_24643	ARMC8
group_24644	TPC1
group_24645	FXL16
group_24646	CAZA1
group_24649	HS74L
group_2464	S14L2
group_24651	ECM29
group_24652	DHC24
group_24654	NCOR1
group_24658	NOL6
group_2465	UTP15
group_24663	CTTB2
group_2466	FBXW5
group_24677	PAPD7
group_24679	YTHD1
group_2467	NOP14
group_24680	KCNQ3
group_24680	KCNQ2
group_24681	UB2Q1
group_24682	LIN37
group_24683	AAMP
group_24689	BTBD2
group_2468	ALG9
group_24690	K319L
group_24692	SPRE
group_24696	ZDH18
group_24698	MMTA2
group_2469	SFR19
group_2469	SPRY3
group_24702	MARH9
group_24704	GCDH
group_24707	SE1L3
group_2470	PREP
group_24713	MTMR4
group_24715	CABP8
group_24716	CABP8
group_2471	NAKD2
group_24720	ANR40
group_24726	BTBD3
group_24729	TEF
group_2472	PRR14
group_24730	TEF
group_24733	TGON1
group_24734	GBG3
group_24735	KATL1
group_24737	TPM3
group_24738	SE1L3
group_2473	RN121
group_24740	AGRB1
group_24741	RPGP2
group_24743	DOCK3
group_24744	DOCK3
group_24747	T106B
group_2474	NDUS2
group_24753	RPGFL
group_24756	KCNA2
group_24756	KCNA3
group_24757	T178A
group_24759	DYHC1
group_2475	XPO5
group_24761	CALM
group_24766	DGKD
group_24767	MFSD1
group_2476	PNPT1
group_24770	CBPC1
group_24772	ASAP1
group_24775	HSF2
group_24776	BI1
group_24778	SRRM1
group_24779	TM86A
group_2477	RGS12
group_24783	XCT
group_24785	VIR
group_24786	RSBNL
group_24787	GCP5
group_24789	AFAD
group_2478	CP2D4
group_24798	CIC
group_24799	SNAB
group_2479	TRPV2
group_24800	RIMB1
group_24801	ZN644
group_24802	RNF5
group_24804	IFT52
group_24807	LPPRC
group_24808	KCNH1
group_24809	THOC4
group_2480	FUT11
group_24818	URGCP
group_24819	PHLP1
group_24822	NPY
group_24824	ZYX
group_24824	WTIP
group_24825	TP53B
group_24826	UBQL2
group_24827	HTR5B
group_24829	RSPH9
group_2482	FBX8
group_24831	CPT1C
group_24834	EPHB3
group_2483	CDKL2
group_24841	RMI1
group_24844	NETO2
group_24846	APBB1
group_2484	SENP2
group_24851	GPDM
group_24851	RFIP3
group_24853	SNN
group_24854	KPCZ
group_24855	RHG01
group_24857	CK001
group_2485	DEPD5
group_24860	ARM10
group_24862	SCRG1
group_24863	OAZ2
group_24863	OAZ1
group_24869	STIM1
group_2486	CHKA
group_24870	GLP3L
group_24871	CDIPT
group_24873	SYNE1
group_24874	SMAD3
group_24879	FRY
group_2487	SESD1
group_24880	IF1A
group_24880	IF1AX
group_24881	SOS2
group_24884	PGRC1
group_24887	S39AA
group_2488	DCTN4
group_24891	ICLN
group_24892	UBAP2
group_24895	TM131
group_24899	CDK14
group_2489	CCZ1
group_24902	NLK
group_24905	PSIP1
group_24909	ATX10
group_2490	RTCA
group_24914	TSY26
group_24916	EPAS1
group_24919	ZDH20
group_24921	SOAT1
group_24923	TTYH3
group_24924	COPA1
group_2492	NUP85
group_24933	GGT7
group_24938	KMT2E
group_2493	NSUN2
group_24940	LZTS1
group_24943	LRRC7
group_24947	FER
group_24949	RBM6
group_2494	RIMB1
group_24950	BAF
group_24953	TIM44
group_24954	EMSY
group_24959	PDE4D
group_2495	TFDP2
group_24963	RL40
group_24964	UBE4B
group_24967	KIBRA
group_2496	TMCC1
group_2496	TMCC2
group_24970	F1712
group_24975	DUSTY
group_24977	MCRI1
group_24979	NP1L3
group_2497	KC1A
group_24981	VP33A
group_24982	TBA
group_24985	ZDHC9
group_24986	LSM3
group_24988	2ABG
group_2498	ERAP1
group_2498	LCAP
group_24990	DGKZ
group_24991	DGKZ
group_24993	MK67I
group_24995	KLHL5
group_24996	NTRK2
group_24997	SHAN1
group_24999	RNF24
group_2499	TERA
group_2499	AFG2H
group_2499	CD48E
group_25004	AFTIN
group_25006	BMPR2
group_25007	KIFA3
group_25008	UBE3B
group_2500	BBS4
group_25011	NACC1
group_25014	SRG2B
group_2501	K1107
group_2501	BTBD8
group_25020	SALL2
group_25023	PLPP
group_25024	SUH
group_25025	TANC2
group_25029	KCC2G
group_2502	MAGD1
group_25030	KCC2G
group_25031	TAB2
group_25032	2A5G
group_25035	PPM1H
group_25036	EMC1
group_2503	RABE1
group_25040	TMCC1
group_25043	PSME4
group_25045	CLC2L
group_25047	CYTSA
group_25050	SMAL1
group_25053	ZC3HD
group_25057	AGRL1
group_25058	RAB1B
group_25060	ANR11
group_25062	RBP2
group_25063	MTSS2
group_2506	DCAF8
group_25070	EFNB3
group_25071	EZH1
group_25072	ATG4B
group_2507	TTC3
group_25081	PYRG2
group_25082	SEZ6
group_25083	HS74L
group_25084	BIG1
group_25085	CRY2
group_25087	CEP83
group_25088	TMOD3
group_2508	CADH2
group_25090	GFPT1
group_25092	FRY
group_25094	ZNFX1
group_25096	ELL2
group_25096	ELL
group_25097	SYDM
group_25099	CDK13
group_2509	MEST
group_250	APCL
group_250	APC
group_25100	EHMT2
group_25102	FRY
group_25105	AT1A2
group_2510	CNOT4
group_25111	CNOT4
group_25113	LARP4
group_25115	NSRP1
group_25116	TADA1
group_25117	NXT2
group_25118	UBR5
group_2511	RXRB
group_25120	XRN2
group_25121	PJA2
group_25122	RASA3
group_25123	FRY
group_25124	SNX19
group_25125	UBE3C
group_25126	GRIA1
group_25127	TMUB2
group_25128	MK01
group_25129	HS90A
group_25129	MYPT1
group_2512	FNDC4
group_25136	IF2G
group_25137	ARI1B
group_2513	ERF
group_25140	TUB
group_25143	ARF1
group_25143	ARF3
group_25144	MY18A
group_25145	SDF1
group_2514	CDK10
group_25151	TIAM1
group_25154	DESI1
group_25155	SCN1A
group_25157	SPRN
group_25158	LPCT4
group_2515	COG2
group_25160	PHF20
group_25165	JUPI1
group_25167	MAP4
group_2516	MBRL
group_25171	KCNC1
group_25176	RT26
group_25178	SBP2L
group_2517	PDXD1
group_2517	NTAN1
group_25182	MANBL
group_25185	TMEM9
group_2518	ZFP90
group_25190	ZCH14
group_25191	UBP46
group_25192	PACS1
group_25194	GASP2
group_25195	SPS1
group_25196	CYR1A
group_25196	CYHR1
group_25198	SNW1
group_2519	CDK13
group_2519	CDK12
group_251	SNRK
group_25200	AATM
group_25203	TSAP1
group_25204	MYCPP
group_25207	IP6K1
group_25208	ADNP
group_25209	WASC4
group_25213	NTRI
group_25215	H6ST1
group_25216	H6ST1
group_25218	CHD3
group_25220	SYYC
group_25223	BABA2
group_25227	DSRAD
group_25231	AGAL
group_25234	ORAI2
group_25239	EPN1
group_25240	F25A4
group_25241	NDUF7
group_25242	APC
group_25245	PHF10
group_25253	BLCAP
group_25257	CNTN3
group_25260	MBD1
group_25261	OGDHL
group_25262	LRRC7
group_25267	ZFP1
group_25270	PDIP3
group_252	BRWD1
group_252	PHIP
group_252	BRWD3
group_253	MTMR2
group_253	MTMR1
group_254	IPO7
group_254	IPO8
group_255	JIP3
group_259	TBC9B
group_259	TBCD9
group_259	TBCD8
group_25	JAK2
group_25	JAK1
group_25	TYK2
group_260	IF4G3
group_260	IF4G1
group_261	CLIP2
group_261	CLIP1
group_262	TTLL5
group_263	TRIM3
group_263	TRIM2
group_2647	ANKL2
group_2648	DNJA2
group_264	AKAP8
group_2650	SAFB2
group_2650	SAFB1
group_2652	YMEL1
group_2653	PCBP4
group_2654	MF14A
group_2654	MF14B
group_2655	HECD1
group_2656	GNAS1
group_2656	GNAL
group_2657	SCAP
group_2658	OSGEP
group_2659	GGPPS
group_265	ACSL6
group_265	ACSL5
group_265	ACSL1
group_2660	ORC5
group_2661	PRS6A
group_2662	LMTK2
group_2663	4F2
group_2664	SCRB1
group_2665	KCD20
group_2666	COR2B
group_2667	TECR
group_2668	RNF44
group_2669	PHC2
group_266	KIFC3
group_2670	TCPQ
group_2671	ERLEC
group_2672	OSB11
group_2672	OSB10
group_2673	AP5M1
group_2674	ETFD
group_2675	EDEM3
group_2676	GNL1
group_2676	TEX2
group_2677	CNOT3
group_2678	LRC47
group_2679	ZRAN1
group_2680	C1QBP
group_2681	NDUAD
group_2682	SHPRH
group_2683	OSBL9
group_2684	RNF41
group_2685	AKA11
group_2686	LARP1
group_2687	SNUT1
group_2688	RPN2
group_2689	PRP8
group_2690	NFYC
group_2691	ACL6B
group_2691	ACL6A
group_2692	TMM62
group_2693	SPAST
group_2694	TBC13
group_2695	SYIC
group_2696	RBM4B
group_2697	MK06
group_2697	MK04
group_2698	ZDH16
group_2698	MMS19
group_2699	DCAF1
group_269	PCDH1
group_269	PCDH7
group_269	PCDH9
group_269	PCD20
group_269	PC11X
group_26	CHD6
group_26	CHD8
group_26	CHD7
group_26	CHD9
group_2701	AUTS2
group_2702	UBP42
group_2703	PHF20
group_2704	PWP2A
group_2705	CH076
group_2706	TF3C2
group_2707	ELL2
group_2707	ELL
group_2708	PIGX
group_2709	PTSS2
group_270	PCM1
group_2711	CB042
group_2712	PLEC
group_2712	DESP
group_2713	ZFP60
group_2714	S15A4
group_2715	ANC2
group_2716	MAP1A
group_2717	RNPS1
group_2718	KC1D
group_2719	NUP88
group_271	KMT2D
group_271	KMT2C
group_2721	NPRL2
group_2722	GNAQ
group_2722	GNA11
group_2724	GCSP
group_2724	GCSPB
group_2725	RETR2
group_2726	ECHB
group_2727	ATF2
group_2728	XPO1
group_2729	TIF1B
group_272	RPGF2
group_272	RPGF6
group_2730	IFRD1
group_2731	XPF
group_2732	TACC2
group_2733	AP3D1
group_2734	UBE3A
group_2735	PRPF3
group_2736	S2539
group_2737	MP2K7
group_2738	ADCK2
group_2739	ABCF2
group_273	2A5A
group_273	2A5G
group_273	2A5E
group_273	2A5D
group_273	2A5B
group_2740	SCYL1
group_2741	COPA
group_2742	ANK3
group_2743	ANM9
group_2745	FBX3
group_2746	GP162
group_2747	CCSE2
group_2748	ACBD5
group_2749	PSD11
group_274	NMDE1
group_274	NMDE2
group_2750	DMTF1
group_2751	RN157
group_2751	MGRN1
group_2752	YTHD2
group_2752	YTHD1
group_2753	TCAL3
group_2753	TCAL5
group_2754	KCMA1
group_2755	RBBP7
group_2755	RBBP4
group_2756	METL5
group_2759	RAB23
group_275	GRAP1
group_2760	RIOX2
group_2761	HS74L
group_2761	HS105
group_2762	G137A
group_2763	MIGA2
group_2764	RAD52
group_2765	SMAL1
group_2766	DRC3
group_2767	MCMBP
group_2768	RINI
group_2769	BICL1
group_276	VP13A
group_276	VP13C
group_2770	CIRBP
group_2771	MYRIP
group_2772	IN80E
group_2773	CR1L
group_2774	WDR6
group_2774	DALD3
group_2775	EI24
group_2777	TM87A
group_2778	STAU1
group_2779	LAS1L
group_277	VIP1
group_277	RBP2
group_277	VIP2
group_2780	WDR48
group_2781	RAB3I
group_2782	TIAR
group_2782	TIA1
group_2783	OSGP2
group_2784	BRD2
